ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202021,MO1E00600X,SCUOLA PRIMARIA,3,1,11,9
202021,TO1E018001,SCUOLA PRIMARIA,3,2,32,24
202021,BG1E028001,SCUOLA PRIMARIA,4,1,7,15
202021,LISL00500B,SCUOLA SECONDARIA II GRADO,4,1,2,0
202021,MIPL245003,SCUOLA SECONDARIA II GRADO,5,1,0,7
202021,VIPL015005,SCUOLA SECONDARIA II GRADO,2,1,6,5
202021,CATF955004,SCUOLA SECONDARIA II GRADO,3,1,8,3
202021,VE1E00700V,SCUOLA PRIMARIA,2,1,9,12
202021,RE1M002007,SCUOLA SECONDARIA I GRADO,2,2,19,18
202021,TVPM4Q500B,SCUOLA SECONDARIA II GRADO,4,1,3,4
202021,BSPS13500P,SCUOLA SECONDARIA II GRADO,4,1,3,4
202021,NA1E07700A,SCUOLA PRIMARIA,4,1,8,3
202021,NA1ESQ5001,SCUOLA PRIMARIA,5,1,0,3
202021,NA1E02500N,SCUOLA PRIMARIA,4,1,11,10
202021,BS1E00500R,SCUOLA PRIMARIA,1,2,17,20
202021,MB1E06900P,SCUOLA PRIMARIA,1,2,18,23
202021,NA1E03400C,SCUOLA PRIMARIA,3,4,21,26
202021,VR1E00200B,SCUOLA PRIMARIA,2,1,5,6
202021,SATD30500E,SCUOLA SECONDARIA II GRADO,4,2,2,5
202021,RM1E16700G,SCUOLA PRIMARIA,2,1,15,11
202021,NO1M01200Q,SCUOLA SECONDARIA I GRADO,3,1,11,12
202021,PA1E01100L,SCUOLA PRIMARIA,2,2,25,13
202021,RM1M13300N,SCUOLA SECONDARIA I GRADO,3,2,15,22
202021,RGTD105002,SCUOLA SECONDARIA II GRADO,5,1,11,3
202021,RM1E00200X,SCUOLA PRIMARIA,3,1,12,11
202021,MB1E07200E,SCUOLA PRIMARIA,3,1,11,15
202021,RMTD51500B,SCUOLA SECONDARIA II GRADO,2,1,2,3
202021,NARI01500D,SCUOLA SECONDARIA II GRADO,4,1,3,0
202021,PE1E003004,SCUOLA PRIMARIA,1,1,12,12
202021,MBPCZI5004,SCUOLA SECONDARIA II GRADO,4,1,2,4
202021,BG1M002002,SCUOLA SECONDARIA I GRADO,2,2,22,17
202021,GE1E03100N,SCUOLA PRIMARIA,3,1,5,8
202021,SAPS09500G,SCUOLA SECONDARIA II GRADO,1,1,2,1
202021,PD1E018007,SCUOLA PRIMARIA,1,2,29,22
202021,RGPMSZ500N,SCUOLA SECONDARIA II GRADO,4,1,4,1
202021,VAPMV0500Q,SCUOLA SECONDARIA II GRADO,3,1,9,15
202021,BGPSQZ500T,SCUOLA SECONDARIA II GRADO,3,1,11,2
202021,RM1E212008,SCUOLA PRIMARIA,3,4,48,41
202021,SV1E00400A,SCUOLA PRIMARIA,2,1,5,15
202021,PD1M00800T,SCUOLA SECONDARIA I GRADO,2,2,23,25
202021,PCPM79500U,SCUOLA SECONDARIA II GRADO,2,1,0,3
202021,RMSLZ35008,SCUOLA SECONDARIA II GRADO,5,1,8,13
202021,PVPSTA500Q,SCUOLA SECONDARIA II GRADO,5,1,10,3
202021,NA1E030005,SCUOLA PRIMARIA,5,1,7,3
202021,RM1E11200B,SCUOLA PRIMARIA,3,1,14,8
202021,SAPL025004,SCUOLA SECONDARIA II GRADO,1,1,1,1
202021,MI1M00600X,SCUOLA SECONDARIA I GRADO,3,2,34,13
202021,FG1E00300X,SCUOLA PRIMARIA,3,1,7,8
202021,NA1E00400L,SCUOLA PRIMARIA,1,1,2,2
202021,RM1M02700D,SCUOLA SECONDARIA I GRADO,1,1,0,16
202021,RNTL025002,SCUOLA SECONDARIA II GRADO,3,1,1,0
202021,NA1E214001,SCUOLA PRIMARIA,2,1,3,11
202021,CN1E00200V,SCUOLA PRIMARIA,5,1,16,11
202021,PE1M004005,SCUOLA SECONDARIA I GRADO,3,1,1,0
202021,VA1EZH500L,SCUOLA PRIMARIA,2,1,8,8
202021,RM1E01600T,SCUOLA PRIMARIA,1,1,5,7
202021,LE1M00400B,SCUOLA SECONDARIA I GRADO,2,1,13,13
202021,CR1M00500B,SCUOLA SECONDARIA I GRADO,1,2,19,33
202021,VE1E013006,SCUOLA PRIMARIA,3,1,17,8
202021,PG1EPF500P,SCUOLA PRIMARIA,5,1,12,8
202021,NA1E11600Q,SCUOLA PRIMARIA,3,1,13,2
202021,AV1E008005,SCUOLA PRIMARIA,3,1,7,13
202021,CA1E01100B,SCUOLA PRIMARIA,3,1,7,10
202021,MIRC1N500Z,SCUOLA SECONDARIA II GRADO,2,1,2,1
202021,CT1M00200E,SCUOLA SECONDARIA I GRADO,3,1,4,8
202021,BG1M01300C,SCUOLA SECONDARIA I GRADO,2,5,81,56
202021,RMPL22500A,SCUOLA SECONDARIA II GRADO,3,1,5,8
202021,NA1E21600L,SCUOLA PRIMARIA,3,1,10,7
202021,CL1E00500Q,SCUOLA PRIMARIA,5,1,7,7
202021,GEPS70500C,SCUOLA SECONDARIA II GRADO,2,2,31,5
202021,RM1E20200N,SCUOLA PRIMARIA,4,2,0,32
202021,MI1E012002,SCUOLA PRIMARIA,1,1,9,12
202021,PD1E00900C,SCUOLA PRIMARIA,4,1,11,11
202021,BG1E01000Q,SCUOLA PRIMARIA,3,1,13,8
202021,MI1E06400P,SCUOLA PRIMARIA,2,1,11,5
202021,CR1E006002,SCUOLA PRIMARIA,3,1,8,5
202021,VI1E001007,SCUOLA PRIMARIA,3,2,18,19
202021,NA1M024003,SCUOLA SECONDARIA I GRADO,3,1,16,6
202021,NA1E119007,SCUOLA PRIMARIA,2,2,10,13
202021,TORI05500A,SCUOLA SECONDARIA II GRADO,2,1,1,0
202021,RM1E13200L,SCUOLA PRIMARIA,3,1,11,13
202021,CE1E05000C,SCUOLA PRIMARIA,5,1,6,8
202021,BS1M00300A,SCUOLA SECONDARIA I GRADO,1,3,33,21
202021,TVPS065004,SCUOLA SECONDARIA II GRADO,3,1,16,5
202021,FE1MFE500C,SCUOLA SECONDARIA I GRADO,2,2,14,27
202021,RMPL035007,SCUOLA SECONDARIA II GRADO,2,1,2,3
202021,SA1E00200B,SCUOLA PRIMARIA,5,1,10,8
202021,RM1E7V500S,SCUOLA PRIMARIA,1,1,7,6
202021,RMPC10500A,SCUOLA SECONDARIA II GRADO,2,1,13,14
202021,CRPS02500L,SCUOLA SECONDARIA II GRADO,5,1,12,9
202021,BS1M6C500D,SCUOLA SECONDARIA I GRADO,2,2,22,22
202021,BLPL49500T,SCUOLA SECONDARIA II GRADO,3,1,5,8
202021,NA1E10400D,SCUOLA PRIMARIA,4,1,5,6
202021,VE1M006008,SCUOLA SECONDARIA I GRADO,3,1,4,20
202021,AVTDAS5006,SCUOLA SECONDARIA II GRADO,3,1,10,0
202021,RCRI015009,SCUOLA SECONDARIA II GRADO,3,1,3,1
202021,AR1E00300R,SCUOLA PRIMARIA,1,1,4,8
202021,PAPM065007,SCUOLA SECONDARIA II GRADO,2,1,1,0
202021,MBPM145009,SCUOLA SECONDARIA II GRADO,4,1,2,16
202021,MIPSQ55000,SCUOLA SECONDARIA II GRADO,5,1,11,4
202021,RMPL135004,SCUOLA SECONDARIA II GRADO,2,1,6,14
202021,GO1EUT5002,SCUOLA PRIMARIA,1,1,3,4
202021,CSTN015007,SCUOLA SECONDARIA II GRADO,4,1,1,5
202021,RM1E043006,SCUOLA PRIMARIA,5,3,36,29
202021,BG1E022002,SCUOLA PRIMARIA,3,1,13,12
202021,VI1E007006,SCUOLA PRIMARIA,5,1,11,9
202021,MITF035002,SCUOLA SECONDARIA II GRADO,4,1,29,0
202021,NA1E09700G,SCUOLA PRIMARIA,4,3,19,20
202021,BN1M002007,SCUOLA SECONDARIA I GRADO,3,1,6,7
202021,SRPM475001,SCUOLA SECONDARIA II GRADO,5,1,10,11
202021,TO1M041007,SCUOLA SECONDARIA I GRADO,2,2,27,25
202021,PAPC58500L,SCUOLA SECONDARIA II GRADO,3,1,2,9
202021,CE1E049008,SCUOLA PRIMARIA,3,1,9,5
202021,VA1E01500B,SCUOLA PRIMARIA,2,2,25,20
202021,AGPSI1500H,SCUOLA SECONDARIA II GRADO,5,1,16,11
202021,MO1E004008,SCUOLA PRIMARIA,2,1,14,13
202021,NA1E164005,SCUOLA PRIMARIA,4,1,7,9
202021,FI1E019006,SCUOLA PRIMARIA,5,1,10,14
202021,TO1E00500V,SCUOLA PRIMARIA,4,1,9,11
202021,BSPMNI500T,SCUOLA SECONDARIA II GRADO,1,1,4,18
202021,PC1E002003,SCUOLA PRIMARIA,2,1,9,0
202021,BOPM8F500M,SCUOLA SECONDARIA II GRADO,3,1,7,6
202021,RA1M005008,SCUOLA SECONDARIA I GRADO,2,1,16,9
202021,VRPSEM5005,SCUOLA SECONDARIA II GRADO,3,1,6,0
202021,VA1E010008,SCUOLA PRIMARIA,2,1,9,19
202021,FE1M00200P,SCUOLA SECONDARIA I GRADO,1,2,12,20
202021,MI1E083004,SCUOLA PRIMARIA,4,2,22,33
202021,AP1E00200Q,SCUOLA PRIMARIA,4,1,14,9
202021,COTB01500Q,SCUOLA SECONDARIA II GRADO,4,1,15,2
202021,BO1E00100V,SCUOLA PRIMARIA,5,1,10,4
202021,SAPMSZ500D,SCUOLA SECONDARIA II GRADO,1,1,6,1
202021,FI1E02500D,SCUOLA PRIMARIA,5,1,14,10
202021,NA1E15300P,SCUOLA PRIMARIA,3,1,2,9
202021,RM1M11200L,SCUOLA SECONDARIA I GRADO,3,1,6,0
202021,VTPLR35005,SCUOLA SECONDARIA II GRADO,5,2,10,15
202021,MIPSDF5000,SCUOLA SECONDARIA II GRADO,4,2,16,10
202021,PDPS00500A,SCUOLA SECONDARIA II GRADO,3,1,15,8
202021,FITF265001,SCUOLA SECONDARIA II GRADO,5,1,11,1
202021,RN1E007001,SCUOLA PRIMARIA,2,1,8,14
202021,VR1M00700Q,SCUOLA SECONDARIA I GRADO,3,3,50,24
202021,CA1E01500P,SCUOLA PRIMARIA,3,1,12,9
202021,SAPSM3500V,SCUOLA SECONDARIA II GRADO,5,1,10,6
202021,BS1M02300G,SCUOLA SECONDARIA I GRADO,2,3,66,25
202021,BSPS125004,SCUOLA SECONDARIA II GRADO,5,1,9,2
202021,NA1E07400V,SCUOLA PRIMARIA,2,1,8,5
202021,RMTD165001,SCUOLA SECONDARIA II GRADO,5,2,5,6
202021,ME1E01700T,SCUOLA PRIMARIA,1,1,4,1
202021,RM1E08700X,SCUOLA PRIMARIA,4,1,12,7
202021,RM1E11600P,SCUOLA PRIMARIA,4,1,20,6
202021,MESL0P500H,SCUOLA SECONDARIA II GRADO,3,1,0,3
202021,MIPS085001,SCUOLA SECONDARIA II GRADO,5,2,28,12
202021,BGPL055009,SCUOLA SECONDARIA II GRADO,2,1,7,7
202021,VRTD04500A,SCUOLA SECONDARIA II GRADO,5,1,3,12
202021,SATDGN500Z,SCUOLA SECONDARIA II GRADO,4,1,1,4
202021,RMTF18500C,SCUOLA SECONDARIA II GRADO,3,1,7,1
202021,MIPLRL500B,SCUOLA SECONDARIA II GRADO,4,1,9,18
202021,TV1E013006,SCUOLA PRIMARIA,3,1,9,12
202021,RM1M106009,SCUOLA SECONDARIA I GRADO,1,1,1,8
202021,BGPS065005,SCUOLA SECONDARIA II GRADO,5,1,5,2
202021,RM1E14100B,SCUOLA PRIMARIA,1,1,14,8
202021,CZPC015006,SCUOLA SECONDARIA II GRADO,1,1,1,0
202021,VR1ESU500Z,SCUOLA PRIMARIA,4,1,9,8
202021,NOPS03500C,SCUOLA SECONDARIA II GRADO,3,2,33,17
202021,CAPS005009,SCUOLA SECONDARIA II GRADO,5,1,10,3
202021,BA1E01100E,SCUOLA PRIMARIA,5,1,7,4
202021,PA1E01100L,SCUOLA PRIMARIA,1,2,26,18
202021,FI1E030001,SCUOLA PRIMARIA,5,1,8,9
202021,MIPS295009,SCUOLA SECONDARIA II GRADO,5,2,32,11
202021,TV1E00100X,SCUOLA PRIMARIA,4,1,13,8
202021,NA1E12900T,SCUOLA PRIMARIA,5,1,14,10
202021,ME1E01200P,SCUOLA PRIMARIA,2,1,6,8
202021,RCPC02500G,SCUOLA SECONDARIA II GRADO,1,1,5,6
202021,CT1E82801D,SCUOLA PRIMARIA,5,1,4,5
202021,NA1E28200G,SCUOLA PRIMARIA,3,1,3,4
202021,CORC43500S,SCUOLA SECONDARIA II GRADO,2,1,11,1
202021,GEPS035006,SCUOLA SECONDARIA II GRADO,5,2,22,16
202021,NA1E178003,SCUOLA PRIMARIA,3,2,9,11
202021,PA1E006005,SCUOLA PRIMARIA,2,1,2,7
202021,TV1MRF500I,SCUOLA SECONDARIA I GRADO,2,1,12,11
202021,GE1E03800C,SCUOLA PRIMARIA,2,1,8,9
202021,MI1E038006,SCUOLA PRIMARIA,1,1,10,5
202021,BAPSV85002,SCUOLA SECONDARIA II GRADO,2,1,25,9
202021,BSPS025007,SCUOLA SECONDARIA II GRADO,5,1,15,8
202021,FI1E02400N,SCUOLA PRIMARIA,5,1,15,9
202021,MIPS20500T,SCUOLA SECONDARIA II GRADO,5,1,19,3
202021,GE1E01100C,SCUOLA PRIMARIA,1,1,12,14
202021,RMPSMF500G,SCUOLA SECONDARIA II GRADO,2,1,1,8
202021,BS1M013001,SCUOLA SECONDARIA I GRADO,1,3,33,30
202021,MIPS055005,SCUOLA SECONDARIA II GRADO,3,2,25,3
202021,TO1E05800B,SCUOLA PRIMARIA,5,1,6,9
202021,GEPS70500C,SCUOLA SECONDARIA II GRADO,3,2,34,9
202021,CSTFRV5006,SCUOLA SECONDARIA II GRADO,1,1,2,2
202021,RMPC05500E,SCUOLA SECONDARIA II GRADO,1,1,4,8
202021,OR1E00100R,SCUOLA PRIMARIA,3,1,9,11
202021,MIPL08500Q,SCUOLA SECONDARIA II GRADO,3,1,2,16
202021,BA1M006008,SCUOLA SECONDARIA I GRADO,3,1,11,3
202021,VE1E00400B,SCUOLA PRIMARIA,4,2,18,20
202021,FI1E013007,SCUOLA PRIMARIA,4,1,10,10
202021,RMPST6500P,SCUOLA SECONDARIA II GRADO,2,1,3,1
202021,MITD52500D,SCUOLA SECONDARIA II GRADO,4,1,10,4
202021,TV1E006003,SCUOLA PRIMARIA,3,1,6,6
202021,MIPS42500R,SCUOLA SECONDARIA II GRADO,5,2,36,7
202021,RG1E00700Q,SCUOLA PRIMARIA,1,1,8,7
202021,NA1E030005,SCUOLA PRIMARIA,2,1,5,5
202021,RC1M00300T,SCUOLA SECONDARIA I GRADO,1,1,6,2
202021,GE1E006001,SCUOLA PRIMARIA,5,2,25,30
202021,PAPMO7500Q,SCUOLA SECONDARIA II GRADO,3,1,0,6
202021,APTFI65001,SCUOLA SECONDARIA II GRADO,5,1,26,3
202021,BS1E016007,SCUOLA PRIMARIA,1,1,14,12
202021,CO1E012006,SCUOLA PRIMARIA,4,1,12,15
202021,CSTN015007,SCUOLA SECONDARIA II GRADO,5,1,1,8
202021,CA1E01700A,SCUOLA PRIMARIA,4,1,8,7
202021,RM1E04000P,SCUOLA PRIMARIA,3,1,10,13
202021,VA1MAR500M,SCUOLA SECONDARIA I GRADO,3,3,31,21
202021,GEPMUO500T,SCUOLA SECONDARIA II GRADO,4,1,3,10
202021,SAPMNI5000,SCUOLA SECONDARIA II GRADO,5,1,13,16
202021,FI1MIM500Z,SCUOLA SECONDARIA I GRADO,1,2,25,21
202021,BL1E00100G,SCUOLA PRIMARIA,4,1,13,14
202021,FI1E03300C,SCUOLA PRIMARIA,3,1,15,7
202021,CERHP55001,SCUOLA SECONDARIA II GRADO,4,1,5,1
202021,NA1E02500N,SCUOLA PRIMARIA,3,1,7,14
202021,NA1E05400N,SCUOLA PRIMARIA,2,2,22,25
202021,NATF37500L,SCUOLA SECONDARIA II GRADO,5,2,48,21
202021,NARHTO500T,SCUOLA SECONDARIA II GRADO,5,3,46,58
202021,TOPS125006,SCUOLA SECONDARIA II GRADO,2,1,6,1
202021,LCRF085005,SCUOLA SECONDARIA II GRADO,4,1,4,23
202021,PA1E03900C,SCUOLA PRIMARIA,3,1,11,7
202021,VA1E02200E,SCUOLA PRIMARIA,1,2,20,16
202021,PV1E00500L,SCUOLA PRIMARIA,1,2,18,12
202021,MIPL30500D,SCUOLA SECONDARIA II GRADO,4,1,1,16
202021,MIPLVI500L,SCUOLA SECONDARIA II GRADO,4,2,11,29
202021,RM1E163008,SCUOLA PRIMARIA,4,2,26,22
202021,TO1E004003,SCUOLA PRIMARIA,3,1,8,9
202021,RMTAPV5005,SCUOLA SECONDARIA II GRADO,4,1,10,1
202021,NA1E01900A,SCUOLA PRIMARIA,2,2,8,13
202021,CETD065007,SCUOLA SECONDARIA II GRADO,2,1,1,2
202021,PA1M01800L,SCUOLA SECONDARIA I GRADO,3,1,5,7
202021,NA1E057005,SCUOLA PRIMARIA,5,1,7,11
202021,MI1M089008,SCUOLA SECONDARIA I GRADO,2,1,12,5
202021,LE1E005002,SCUOLA PRIMARIA,1,1,5,12
202021,AQ1M00200G,SCUOLA SECONDARIA I GRADO,2,1,9,7
202021,AQ1E00600N,SCUOLA PRIMARIA,1,1,5,1
202021,MI1E08100C,SCUOLA PRIMARIA,2,1,8,8
202021,SAPL65500L,SCUOLA SECONDARIA II GRADO,3,1,1,2
202021,VA1E9G500A,SCUOLA PRIMARIA,1,1,10,4
202021,PTPS3N5004,SCUOLA SECONDARIA II GRADO,3,2,17,14
202021,VA1E02200E,SCUOLA PRIMARIA,2,2,9,17
202021,MIPC16500D,SCUOLA SECONDARIA II GRADO,3,3,10,21
202021,AP1E006003,SCUOLA PRIMARIA,5,1,8,15
202021,NA1E130002,SCUOLA PRIMARIA,1,1,4,7
202021,MIRF105007,SCUOLA SECONDARIA II GRADO,3,1,5,20
202021,LTTDPM500P,SCUOLA SECONDARIA II GRADO,5,2,28,16
202021,NATL27500X,SCUOLA SECONDARIA II GRADO,2,1,3,6
202021,VATFE2500M,SCUOLA SECONDARIA II GRADO,2,1,1,14
202021,LC1E00100D,SCUOLA PRIMARIA,4,1,10,12
202021,AVTFRU5000,SCUOLA SECONDARIA II GRADO,5,1,23,5
202021,CT1E02300A,SCUOLA PRIMARIA,4,1,15,13
202021,MIPS79500P,SCUOLA SECONDARIA II GRADO,5,1,8,0
202021,SA1M01100B,SCUOLA SECONDARIA I GRADO,1,1,1,2
202021,MI1E2B5001,SCUOLA PRIMARIA,2,1,3,5
202021,BGTFMP5003,SCUOLA SECONDARIA II GRADO,2,1,10,1
202021,BS1M017008,SCUOLA SECONDARIA I GRADO,1,2,21,15
202021,BG1E02000A,SCUOLA PRIMARIA,4,1,10,13
202021,TA1E00500X,SCUOLA PRIMARIA,5,1,10,16
202021,BSPS2M500I,SCUOLA SECONDARIA II GRADO,3,1,10,9
202021,TO1E00100G,SCUOLA PRIMARIA,5,2,25,26
202021,NATLGU500N,SCUOLA SECONDARIA II GRADO,1,1,20,10
202021,RMSL02500P,SCUOLA SECONDARIA II GRADO,5,2,13,11
202021,PVSLMT5003,SCUOLA SECONDARIA II GRADO,1,1,1,6
202021,CT1E82801D,SCUOLA PRIMARIA,1,1,7,3
202021,AGTD07500P,SCUOLA SECONDARIA II GRADO,5,4,38,28
202021,MI1M00600X,SCUOLA SECONDARIA I GRADO,2,2,26,21
202021,CE1E03400E,SCUOLA PRIMARIA,1,1,10,8
202021,VASLQ8500T,SCUOLA SECONDARIA II GRADO,1,1,3,6
202021,PA1E04500Q,SCUOLA PRIMARIA,1,1,14,13
202021,TVTB205003,SCUOLA SECONDARIA II GRADO,4,1,25,0
202021,NAPL27500C,SCUOLA SECONDARIA II GRADO,3,1,1,6
202021,NAPM05500Q,SCUOLA SECONDARIA II GRADO,5,1,2,9
202021,NOPC05500E,SCUOLA SECONDARIA II GRADO,3,3,31,24
202021,MB1E052009,SCUOLA PRIMARIA,4,2,14,14
202021,SV1M00400G,SCUOLA SECONDARIA I GRADO,1,2,19,24
202021,FIPMT8500I,SCUOLA SECONDARIA II GRADO,4,1,7,15
202021,VETF015005,SCUOLA SECONDARIA II GRADO,1,1,15,15
202021,CERH325008,SCUOLA SECONDARIA II GRADO,2,1,2,5
202021,MBPS8T500R,SCUOLA SECONDARIA II GRADO,4,1,27,4
202021,MI1E14100V,SCUOLA PRIMARIA,5,3,34,25
202021,PA1MQ8500S,SCUOLA SECONDARIA I GRADO,2,1,6,7
202021,AV1E008005,SCUOLA PRIMARIA,5,1,9,13
202021,FE1E004005,SCUOLA PRIMARIA,4,1,13,10
202021,MIPM0O500U,SCUOLA SECONDARIA II GRADO,2,1,10,15
202021,RO1E0L5003,SCUOLA PRIMARIA,2,1,4,8
202021,VR1E004003,SCUOLA PRIMARIA,5,1,15,6
202021,FIPSZD500T,SCUOLA SECONDARIA II GRADO,2,1,6,3
202021,TO1M01100B,SCUOLA SECONDARIA I GRADO,2,1,9,13
202021,CN1M001008,SCUOLA SECONDARIA I GRADO,1,1,13,16
202021,PEPC8E500U,SCUOLA SECONDARIA II GRADO,2,1,3,4
202021,RMPC285004,SCUOLA SECONDARIA II GRADO,4,1,8,12
202021,MI1E12000T,SCUOLA PRIMARIA,4,1,10,5
202021,RM1E135004,SCUOLA PRIMARIA,1,1,1,11
202021,TVPS065004,SCUOLA SECONDARIA II GRADO,5,1,13,4
202021,GE1E01700B,SCUOLA PRIMARIA,1,1,7,7
202021,AGTDE45003,SCUOLA SECONDARIA II GRADO,2,1,1,0
202021,BG1M01900B,SCUOLA SECONDARIA I GRADO,2,3,46,36
202021,RMPL07500N,SCUOLA SECONDARIA II GRADO,4,2,11,29
202021,NAPS3S500N,SCUOLA SECONDARIA II GRADO,2,1,3,9
202021,RMPS235006,SCUOLA SECONDARIA II GRADO,1,1,9,4
202021,RM1E206001,SCUOLA PRIMARIA,4,1,10,12
202021,PE1E00400X,SCUOLA PRIMARIA,3,2,24,25
202021,CO1M02300T,SCUOLA SECONDARIA I GRADO,1,1,12,13
202021,BG1E013007,SCUOLA PRIMARIA,1,1,9,8
202021,RM1E15300N,SCUOLA PRIMARIA,5,1,10,16
202021,CR1E00200P,SCUOLA PRIMARIA,2,2,23,12
202021,BNPS3O5006,SCUOLA SECONDARIA II GRADO,5,2,45,25
202021,PGPC00500C,SCUOLA SECONDARIA II GRADO,5,1,1,2
202021,PNPS03500L,SCUOLA SECONDARIA II GRADO,2,1,7,8
202021,RM1E134008,SCUOLA PRIMARIA,5,1,6,7
202021,RMPSII500C,SCUOLA SECONDARIA II GRADO,1,1,2,0
202021,PVPMF55003,SCUOLA SECONDARIA II GRADO,4,1,2,2
202021,MEPLZL500L,SCUOLA SECONDARIA II GRADO,4,1,5,4
202021,COPSNU500Z,SCUOLA SECONDARIA II GRADO,3,1,2,1
202021,RM1E198007,SCUOLA PRIMARIA,5,2,19,19
202021,RM1E21000L,SCUOLA PRIMARIA,3,1,11,15
202021,AP1E00300G,SCUOLA PRIMARIA,5,1,8,6
202021,COSL035001,SCUOLA SECONDARIA II GRADO,5,1,8,14
202021,MI1E061007,SCUOLA PRIMARIA,3,2,22,27
202021,RM1E06900A,SCUOLA PRIMARIA,3,1,9,8
202021,LT1E006004,SCUOLA PRIMARIA,4,1,7,9
202021,RMPST6500P,SCUOLA SECONDARIA II GRADO,3,1,5,1
202021,CRPC035004,SCUOLA SECONDARIA II GRADO,3,1,4,6
202021,RA1E00600V,SCUOLA PRIMARIA,1,2,9,19
202021,NATD455002,SCUOLA SECONDARIA II GRADO,3,1,0,4
202021,CE1E07100D,SCUOLA PRIMARIA,1,1,2,7
202021,FRPS1T500V,SCUOLA SECONDARIA II GRADO,1,1,12,13
202021,RC1M00400N,SCUOLA SECONDARIA I GRADO,2,1,4,12
202021,NARHZ5500Q,SCUOLA SECONDARIA II GRADO,5,3,27,31
202021,PAPC58500L,SCUOLA SECONDARIA II GRADO,4,1,6,6
202021,BS1EAP500V,SCUOLA PRIMARIA,1,1,11,6
202021,MIPSQV500F,SCUOLA SECONDARIA II GRADO,3,1,24,4
202021,RN1E00800R,SCUOLA PRIMARIA,4,4,39,37
202021,MB1M017007,SCUOLA SECONDARIA I GRADO,2,3,33,25
202021,AN1E00500L,SCUOLA PRIMARIA,1,1,0,1
202021,MIPS175007,SCUOLA SECONDARIA II GRADO,4,3,24,23
202021,BOPM8F500M,SCUOLA SECONDARIA II GRADO,5,1,16,9
202021,NATDNH500U,SCUOLA SECONDARIA II GRADO,5,2,10,12
202021,NA1E119007,SCUOLA PRIMARIA,3,2,15,13
202021,VT1E00300T,SCUOLA PRIMARIA,5,1,6,11
202021,SR1E005001,SCUOLA PRIMARIA,3,1,14,10
202021,TOPS955001,SCUOLA SECONDARIA II GRADO,2,1,7,2
202021,RN1E00400D,SCUOLA PRIMARIA,1,2,11,14
202021,MI1E02100R,SCUOLA PRIMARIA,3,1,8,19
202021,RMPS44500E,SCUOLA SECONDARIA II GRADO,1,1,8,5
202021,RM1E08200R,SCUOLA PRIMARIA,2,1,8,9
202021,TV1MRF500I,SCUOLA SECONDARIA I GRADO,3,1,13,12
202021,BSPS06500N,SCUOLA SECONDARIA II GRADO,3,1,17,12
202021,NATH83500T,SCUOLA SECONDARIA II GRADO,5,1,5,0
202021,RC1E00300L,SCUOLA PRIMARIA,1,1,8,8
202021,TO1M05100T,SCUOLA SECONDARIA I GRADO,1,2,25,15
202021,MB1E03600B,SCUOLA PRIMARIA,3,1,2,14
202021,TO1E04800R,SCUOLA PRIMARIA,4,1,8,11
202021,CTSD015003,SCUOLA SECONDARIA II GRADO,5,2,7,5
202021,NA1E20200P,SCUOLA PRIMARIA,3,1,7,4
202021,BA1M01200G,SCUOLA SECONDARIA I GRADO,3,1,10,15
202021,FI1E021006,SCUOLA PRIMARIA,2,1,12,12
202021,NAPM5I5007,SCUOLA SECONDARIA II GRADO,5,1,3,11
202021,MI1E12100N,SCUOLA PRIMARIA,1,2,0,46
202021,NARH035007,SCUOLA SECONDARIA II GRADO,5,2,19,9
202021,CTTN01500A,SCUOLA SECONDARIA II GRADO,2,1,1,0
202021,RMPS36500V,SCUOLA SECONDARIA II GRADO,4,1,9,4
202021,VR1E020001,SCUOLA PRIMARIA,4,3,20,26
202021,RM1E056008,SCUOLA PRIMARIA,1,1,4,9
202021,UD1E008003,SCUOLA PRIMARIA,4,1,8,7
202021,TV1E014002,SCUOLA PRIMARIA,5,1,0,1
202021,BO1E020008,SCUOLA PRIMARIA,4,3,26,31
202021,BSTF01500P,SCUOLA SECONDARIA II GRADO,5,1,21,0
202021,TO1MSF500T,SCUOLA SECONDARIA I GRADO,2,1,6,7
202021,ME1E00400Q,SCUOLA PRIMARIA,5,1,5,13
202021,RMPSE55000,SCUOLA SECONDARIA II GRADO,5,1,13,11
202021,VRPS025009,SCUOLA SECONDARIA II GRADO,4,2,24,23
202021,MB1E05000N,SCUOLA PRIMARIA,3,2,16,20
202021,MI1E07700R,SCUOLA PRIMARIA,3,1,12,15
202021,PA1E01800B,SCUOLA PRIMARIA,4,1,8,11
202021,CE1E03200V,SCUOLA PRIMARIA,1,1,10,9
202021,FIPS065005,SCUOLA SECONDARIA II GRADO,3,1,2,2
202021,RM1E19600G,SCUOLA PRIMARIA,5,1,12,5
202021,NA1E18100V,SCUOLA PRIMARIA,2,1,10,13
202021,SATD075006,SCUOLA SECONDARIA II GRADO,3,1,11,2
202021,NAPSNL500R,SCUOLA SECONDARIA II GRADO,5,1,13,7
202021,FI1M01600X,SCUOLA SECONDARIA I GRADO,3,2,18,19
202021,UD1E002004,SCUOLA PRIMARIA,2,1,5,5
202021,RMTFNG5000,SCUOLA SECONDARIA II GRADO,5,1,7,21
202021,TV1E01600N,SCUOLA PRIMARIA,5,2,19,15
